@relation 'KDDTrain20DOS-weka.filters.unsupervised.attribute.Remove-R4-8,10-19'
@attribute 'duration' real
@attribute 'src_bytes' real
@attribute 'dst_bytes' real
@attribute 'logged_in' {0,1}
@attribute 'count' real
@attribute 'srv_count' real
@attribute 'serror_rate' real
@attribute 'srv_serror_rate' real
@attribute 'rerror_rate' real
@attribute 'srv_rerror_rate' real
@attribute 'same_srv_rate' real
@attribute 'diff_srv_rate' real
@attribute 'srv_diff_host_rate' real
@attribute 'dst_host_count' real
@attribute 'dst_host_srv_count' real
@attribute 'dst_host_same_srv_rate' real
@attribute 'dst_host_diff_srv_rate' real
@attribute 'dst_host_same_src_port_rate' real
@attribute 'dst_host_srv_diff_host_rate' real
@attribute 'dst_host_serror_rate' real
@attribute 'dst_host_srv_serror_rate' real
@attribute 'dst_host_rerror_rate' real
@attribute 'dst_host_srv_rerror_rate' real
@attribute 'protocol_type' {'1','2','3'}
@attribute 'service' {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70}
@attribute 'flag' {1,2,3,4,5,6,7,8,9,10,11}
@attribute 'xAttack' {0,1}
@data
0,45,45,0,97,177,0,0,0,0,0.99,0.02,0.01,255,254,1,0.01,0.01,0,0,0,0,0,3,12,2,0
0,0,0,0,237,5,1,1,0,0,0.02,0.07,0,255,16,0.06,0.08,0,0,1,1,0,0,1,58,4,1
0,1174,329,1,1,3,0,0,0,0,1,0,1,255,24,0.09,0.57,0,0,0,0,0,0,1,55,2,0
0,0,0,0,230,17,1,1,0,0,0.07,0.05,0,255,17,0.07,0.06,0,0,1,1,0,0,1,3,4,1
0,0,0,0,291,12,1,1,0,0,0.04,0.06,0,255,9,0.04,0.05,0,0,1,1,0,0,1,67,4,1
0,226,4306,1,7,7,0,0,0,0,1,0,0,7,255,1,0,0.14,0.03,0,0,0,0,1,25,2,0
0,516,4,0,130,130,0,0,0,0,1,0,0,130,130,1,0,1,0,0,0,0,0,3,45,2,0
0,59,0,1,9,9,0,0,0,0,1,0,0,171,68,0.26,0.04,0.26,0.03,0,0,0,0,1,20,2,0
0,0,0,0,97,10,1,1,0,0,0.1,0.08,0,255,10,0.04,0.07,0,0,1,1,0,0,1,32,4,1
0,567,0,1,1,1,0,0,0,0,1,0,0,5,107,0.2,0.6,0.2,0.02,0,0.01,0,0,1,20,2,0
0,567,0,0,2,1,0,0,0,0,0.5,1,0,23,19,0.83,0.13,0.83,0,0,0,0,0,1,20,2,0
0,207,337,1,47,47,0,0,0,0,1,0,0,48,255,1,0,0.02,0.03,0,0,0,0,1,25,2,0
0,203,385,1,6,6,0,0,0,0,1,0,0,15,255,1,0,0.07,0.07,0,0,0,0,1,25,2,0
0,0,0,0,281,11,1,1,0,0,0.04,0.06,0,255,11,0.04,0.08,0,0,1,1,0,0,1,37,4,1
0,0,0,0,102,2,1,1,0,0,0.02,0.07,0,255,2,0.01,0.06,0,0,1,1,0,0,1,42,4,1
0,0,0,0,275,19,1,1,0,0,0.07,0.05,0,255,20,0.08,0.07,0,0,1,1,0,0,1,50,4,1
0,200,2622,1,36,37,0,0,0,0,1,0,0.05,116,255,1,0,0.01,0.02,0,0,0,0,1,25,2,0
0,206,334,1,55,55,0,0,0,0,1,0,0,56,255,1,0,0.02,0.03,0,0,0,0,1,25,2,0
0,43,112,0,105,106,0,0,0,0,1,0,0.02,255,254,1,0.01,0,0,0,0,0,0,3,12,2,0
0,0,0,0,254,3,1,1,0,0,0.01,0.07,0,255,3,0.01,0.07,0,0,1,1,0,0,1,19,4,1
0,0,0,0,117,18,1,1,0,0,0.15,0.05,0,255,9,0.04,0.07,0,0,1,1,0,0,1,67,4,1
0,0,0,0,246,15,1,1,0,0,0.06,0.07,0,255,15,0.06,0.08,0,0,1,1,0,0,1,56,4,1
0,43,127,0,143,223,0,0,0,0,1,0,0.01,255,254,1,0.01,0,0,0,0,0,0,3,12,2,0
0,217,1885,1,9,10,0,0,0,0,1,0,0.2,255,255,1,0,0,0,0,0,0,0,1,25,2,0
0,0,0,0,128,1,1,1,0,0,0.01,0.06,0,255,1,0,0.06,0,0,1,1,0,0,1,7,4,1
0,626,388,1,1,1,0,0,0,0,1,0,0,255,51,0.2,0.07,0,0,0.62,0,0.01,0,1,55,2,0
0,294,1214,1,9,9,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1,25,2,0
0,46,78,0,190,190,0,0,0,0,0.99,0.01,0.01,255,254,1,0.01,0,0,0,0,0,0,3,12,2,0
0,44,115,0,1,4,0,0,0,0,1,0,0.75,255,247,0.97,0.01,0,0,0,0,0,0,3,12,2,0
0,221,1375,1,1,1,0,0,0,0,1,0,0,151,255,1,0,0.01,0.03,0,0,0,0,1,25,2,0
0,112,46,0,246,245,0,0,0,0,1,0.01,0,135,102,0.76,0.01,0.21,0,0,0,0,0,3,12,2,0
0,303,1075,1,6,12,0,0.08,0,0,1,0,0.17,255,252,0.99,0.01,0,0,0,0,0,0,1,25,2,0
0,192,0,1,3,3,0,0,0,0,1,0,0,176,68,0.24,0.04,0.24,0.03,0,0,0,0,1,20,2,0
31,1513,4152,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,20,2,0
0,11,0,1,2,2,0,0,0,0,1,0,0,69,105,0.42,0.06,0.42,0.02,0,0.01,0,0,1,20,2,0
0,501760,0,0,2,2,0,0,0,0,1,0,0,128,40,0.12,0.03,0.12,0.05,0,0,0,0,1,20,2,0
0,0,0,0,120,10,1,1,0,0,0.08,0.06,0,255,11,0.04,0.06,0,0,1,1,0,0,1,50,4,1
0,1285,330,1,1,4,0,0,0,0,1,0,1,17,245,1,0,0.06,0.01,0,0,0,0,1,55,2,0
0,45,137,0,75,155,0,0,0,0,1,0,0.01,255,255,1,0,0,0,0,0,0,0,3,12,2,0
0,227,1971,1,2,4,0,0,0,0,1,0,0.75,126,255,1,0,0.01,0.01,0,0,0,0,1,25,2,0
0,226,1968,1,7,7,0,0,0,0,1,0,0,51,255,1,0,0.02,0.06,0,0,0,0,1,25,2,0
0,342,753,1,1,1,0,0,0,0,1,0,0,169,255,1,0,0.01,0.02,0.01,0,0.01,0.01,1,25,2,0
0,0,0,0,219,8,1,1,0,0,0.04,0.06,0,255,20,0.08,0.07,0,0,1,1,0,0,1,24,4,1
0,0,0,0,234,3,1,1,0,0,0.01,0.06,0,255,3,0.01,0.07,0,0,1,1,0,0,1,25,4,1
0,1480,0,0,2,2,0,0,0,0,1,0,0,86,2,0.02,0.05,0.02,0,0,0,0,0,2,16,2,1
0,192,1069,1,11,11,0,0,0,0,1,0,0,31,255,1,0,0.03,0.03,0,0,0,0,1,25,2,0
0,293,1998,1,1,1,0,0,0,0,1,0,0,84,255,1,0,0.01,0.02,0,0,0,0,1,25,2,0
0,220,9668,1,8,14,0,0,0,0,1,0,0.36,17,255,1,0,0.06,0.04,0,0,0,0,1,25,2,0
0,340,7802,1,1,3,0,0,0,0,1,0,1,8,255,1,0,0.12,0.03,0,0,0,0,1,25,2,0
0,236,34500,1,1,1,0,0,0,0,1,0,0,107,255,1,0,0.01,0.01,0,0,0,0,1,25,2,0
0,1032,0,0,304,304,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,2,16,2,1
0,44,110,0,75,152,0,0,0,0,1,0,0.01,255,193,0.76,0.02,0,0,0,0,0,0,3,12,2,0
0,30,0,0,1,1,0,0,0,0,1,0,0,6,7,1,0,1,0.29,0,0,0,0,2,16,2,0
0,0,0,0,162,18,0,0,1,1,0.11,0.07,0,255,18,0.07,0.07,0,0,0,0,1,1,1,48,3,1
0,516,4,0,274,274,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,3,45,2,0
0,0,0,0,236,13,1,1,0,0,0.06,0.07,0,255,13,0.05,0.07,0,0,1,1,0,0,1,43,4,1
0,0,0,0,133,14,1,1,0,0,0.11,0.06,0,255,4,0.02,0.07,0,0,1,1,0,0,1,35,4,1
0,245,0,1,2,2,0,0,0,0,1,0,0,192,118,0.43,0.03,0.43,0.02,0,0,0,0,1,20,2,0
0,0,0,0,212,6,1,1,0,0,0.03,0.07,0,255,6,0.02,0.07,0,0,1,1,0,0,1,52,4,1
0,46,75,0,38,39,0,0,0,0,1,0,0.05,255,255,1,0,0,0,0,0,0,0,3,12,2,0
0,567,0,0,1,1,0,0,0,0,1,0,0,129,59,0.46,0.05,0.46,0,0,0,0,0,1,20,2,0
0,222,472,1,2,2,0,0,0,0,1,0,0,3,230,1,0,0.33,0.07,0.33,0,0,0,1,25,2,0
1,1863,331,1,1,4,0,0,0,0,1,0,1,4,157,1,0,0.25,0.02,0,0,0,0,1,55,2,0
0,335,5480,1,4,12,0,0.08,0,0,1,0,0.25,85,255,1,0,0.01,0.02,0,0,0.01,0.01,1,25,2,0
0,357,767,1,11,11,0,0,0,0,1,0,0,31,255,1,0,0.03,0.02,0,0,0,0,1,25,2,0
0,0,0,0,253,13,1,1,0,0,0.05,0.05,0,255,13,0.05,0.06,0,0,1,1,0,0,1,3,4,1
0,206,4006,1,19,19,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1,25,2,0
0,307,10687,1,2,9,0,0,0,0,1,0,0.22,6,255,1,0,0.17,0.04,0,0,0,0,1,25,2,0
0,371,1062,1,13,15,0,0,0,0,1,0,0.13,68,215,1,0,0.01,0.03,0,0,0,0,1,25,2,0
0,237,1481,1,9,9,0,0,0,0,1,0,0,115,255,1,0,0.01,0.01,0,0,0,0,1,25,2,0
0,0,0,0,206,16,1,1,0,0,0.08,0.06,0,255,15,0.06,0.07,0,0,1,1,0,0,1,59,4,1
0,0,0,0,51,13,1,1,0,0,0.25,0.08,0,255,40,0.16,0.05,0,0,1,1,0,0,1,19,4,1
0,1032,0,0,511,511,0,0,0,0,1,0,0,255,204,0.8,0.02,0.8,0,0,0,0.02,0,2,16,2,1
0,0,0,0,186,14,1,1,0,0,0.08,0.06,0,255,16,0.06,0.07,0,0,1,1,0,0,1,34,4,1
0,45,166,0,204,281,0,0,0,0,1,0.01,0.01,206,167,0.81,0.01,0,0,0,0,0,0,3,12,2,0
0,339,1367,1,3,3,0,0,0,0,1,0,0,114,255,1,0,0.01,0.05,0,0,0,0,1,25,2,0
0,278,6423,1,13,13,0,0,0,0,1,0,0,13,255,1,0,0.08,0.05,0,0,0,0,1,25,2,0
0,0,0,0,118,3,0,0,1,1,0.03,0.07,0,255,3,0.01,0.07,0,0,0,0,1,1,1,11,3,1
0,0,0,0,171,1,1,1,0,0,0.01,0.06,0,255,14,0.05,0.07,0,0,1,1,0,0,1,50,4,1
0,242,669,1,8,8,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1,25,2,0
0,1032,0,0,511,511,0,0,0,0,1,0,0,255,228,0.89,0.07,0.89,0,0,0,0,0,2,16,2,1
0,0,0,0,222,8,1,1,0,0,0.04,0.06,0,255,20,0.08,0.06,0,0,1,1,0,0,1,34,4,1
0,0,0,0,58,15,1,1,0,0,0.26,0.07,0,255,50,0.2,0.04,0,0,1,1,0,0,1,20,4,1
0,44,130,0,271,271,0,0,0,0,1,0,0,255,251,0.98,0.01,0,0,0,0,0,0,3,12,2,0
0,231,2698,1,5,5,0,0,0,0,1,0,0,255,251,0.98,0.01,0,0,0,0,0,0,1,25,2,0
2585,146,105,0,2,2,0,0,0,0,1,0,0,255,2,0.01,0.88,1,0,0,0,0,0,3,45,2,0
0,0,0,0,101,15,1,1,0,0,0.15,0.06,0,255,15,0.06,0.05,0,0,1,1,0,0,1,18,4,1
0,0,0,0,31,6,1,1,0,0,0.19,0.13,0,255,65,0.25,0.03,0.01,0,1,1,0,0,1,20,4,1
0,145,0,0,3,1,0,0,0,0,0.33,0.67,0,255,1,0,0.59,0.97,0,0,0,0,0,3,45,2,0
0,75,46,0,126,126,0,0,0,0,1,0,0,255,166,0.65,0.01,0.25,0,0,0,0,0,3,12,2,0
0,43,72,0,168,167,0,0,0,0,0.99,0.01,0,255,254,1,0.01,0.01,0,0,0,0,0,3,12,2,0
0,179,6654,1,20,31,0,0,0,0,1,0,0.13,140,255,1,0,0.01,0.04,0,0,0,0,1,25,2,0
0,267,3563,1,1,4,0,0,0,0,1,0,0.5,255,248,0.97,0.01,0,0,0,0,0,0,1,25,2,0
0,223,187,1,7,9,0,0,0,0,1,0,0.33,7,255,1,0,0.14,0.06,0,0,0,0,1,25,2,0
1,1019,327,1,1,1,0,0,0,0,1,0,0,12,121,0.67,0.25,0.08,0.02,0,0,0,0,1,55,2,0
0,0,0,0,224,4,0,0,1,1,0.02,0.07,0,255,4,0.02,0.07,0,0,0,0,1,1,1,70,1,1
0,44,128,0,210,209,0,0,0,0,1,0.01,0,99,66,0.67,0.02,0.01,0,0,0,0,0,3,12,2,0
0,303,15511,1,9,9,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1,25,2,0
0,307,1203,1,12,13,0,0,0,0,1,0,0.15,255,255,1,0,0,0,0,0,0,0,1,25,2,0
0,1181,436,1,1,1,0,0,0,0,1,0,0,84,146,0.4,0.05,0.01,0.01,0,0,0.02,0,1,55,2,0
0,0,0,0,215,8,0,0,1,1,0.04,0.07,0,255,8,0.03,0.07,0,0,0,0,1,1,1,5,1,1
0,0,0,0,1,1,0,0,1,1,1,0,0,49,131,1,0,0.02,0.21,0,0,1,1,1,25,1,0
0,212,4570,1,3,4,0.33,0.25,0,0,1,0,0.5,255,255,1,0,0,0,0,0,0,0,1,25,2,0
0,0,0,0,283,18,1,1,0,0,0.06,0.05,0,241,18,0.07,0.06,0,0,0.99,1,0,0,1,50,4,1
0,142,13258,1,13,15,0,0,0,0,1,0,0.13,13,255,1,0,0.08,0.03,0,0,0,0,1,25,2,0
0,245,406,1,29,50,0,0,0,0,1,0,0.04,255,255,1,0,0,0,0,0,0.06,0.06,1,25,2,0
0,221,268,1,7,7,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1,25,2,0
0,162,3672,1,3,3,0,0,0,0,1,0,0,16,255,1,0,0.06,0.03,0,0,0,0,1,25,2,0
0,360,4425,1,4,5,0,0,0,0,1,0,0.4,255,255,1,0,0,0,0,0,0,0,1,25,2,0
0,0,0,0,262,19,1,1,0,0,0.07,0.06,0,255,19,0.07,0.06,0,0,1,1,0,0,1,5,4,1
0,44,134,0,79,159,0,0,0,0,1,0,0.01,255,254,1,0.01,0,0,0,0,0,0,3,12,2,0
0,0,0,0,178,19,1,1,0,0,0.11,0.06,0,255,19,0.07,0.06,0,0,1,1,0,0,1,22,4,1
0,11376,0,1,9,9,0,0,0,0,1,0,0,238,68,0.29,0.03,0.3,0,0.01,0.03,0,0,1,20,2,0
0,0,0,0,108,14,0,0,1,1,0.13,0.06,0,255,14,0.05,0.05,0,0,0,0,1,1,1,25,1,1
0,0,0,0,258,7,1,1,0,0,0.03,0.06,0,255,7,0.03,0.06,0,0,1,1,0,0,1,19,4,1
0,0,0,0,125,1,0,0,1,1,0.01,0.07,0,255,1,0,0.07,0,0,0,0,1,1,1,9,1,1
1,1309,335,1,1,1,0,0,0,0,1,0,0,36,231,1,0,0.03,0.02,0,0,0,0,1,55,2,0
0,0,0,0,126,18,1,1,0,0,0.14,0.06,0,255,12,0.05,0.06,0,0,1,1,0,0,1,11,4,1
2,0,4,0,1,1,0,0,0,0,1,0,0,7,7,1,0,0.14,0,0,0,0,0,1,64,2,0
0,316,2239,1,31,31,0,0,0,0,1,0,0,33,34,1,0,0.03,0.06,0,0,0,0,1,25,2,0
0,0,0,0,1,1,0,0,1,1,1,0,0,2,77,1,0,0.5,0.25,0,0,1,1,1,25,1,0
0,0,0,0,265,17,1,1,0,0,0.06,0.06,0,255,18,0.07,0.07,0,0,1,1,0,0,1,61,4,1
0,232,1890,1,37,37,0.03,0.03,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1,25,2,0
45,48,45,0,1,1,0,0,0,0,1,0,0,255,241,0.95,0.01,0.06,0,0,0,0,0,3,12,2,0
0,149,32301,1,2,9,0,0,0,0,1,0,0.33,117,255,1,0,0.01,0.01,0,0,0,0,1,25,2,0
0,0,0,0,116,19,0,0,1,1,0.16,0.06,0,255,19,0.07,0.06,0,0,0,0,1,1,1,17,1,1
0,0,0,0,280,11,1,1,0,0,0.04,0.06,0,255,11,0.04,0.06,0,0,1,1,0,0,1,29,4,1
0,199,749,1,4,4,0.25,0.25,0,0,1,0,0,227,255,1,0,0,0.01,0,0,0,0,1,25,2,0
0,321,3742,1,2,3,0,0,0,0,1,0,0.67,32,203,1,0,0.03,0.08,0,0,0,0,1,25,2,0
0,320,2807,1,11,11,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1,25,2,0
0,0,0,0,296,6,1,1,0,0,0.02,0.05,0,255,4,0.02,0.07,0,0,1,1,0,0,1,12,4,1
0,253,1217,1,5,5,0,0,0,0,1,0,0,5,255,1,0,0.2,0.06,0,0,0,0.01,1,25,2,0
0,0,0,0,239,13,1,1,0,0,0.05,0.06,0,255,6,0.02,0.07,0,0,1,1,0,0,1,50,4,1
0,44,44,0,138,218,0,0,0,0,1,0,0.01,255,255,1,0,0.01,0,0,0,0,0,3,12,2,0
0,0,0,0,103,10,1,1,0,0,0.1,0.05,0,255,10,0.04,0.05,0,0,1,1,0,0,1,7,4,1
0,185,19807,1,1,1,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1,25,2,0
0,0,0,0,285,17,0,0,1,1,0.06,0.06,0,255,17,0.07,0.07,0,0,0,0,1,1,1,41,1,1
0,1032,0,0,511,511,0,0,0,0,1,0,0,255,203,0.8,0.02,0.8,0,0,0,0,0,2,16,2,1
0,233,31639,1,16,16,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1,25,2,0
0,264,4898,1,5,5,0,0,0,0,1,0,0,74,255,1,0,0.01,0.01,0,0,0,0,1,25,2,0
0,0,0,0,118,7,1,1,0,0,0.06,0.06,0,100,15,0.15,0.11,0.01,0,1,1,0,0,1,50,4,1
0,0,0,0,128,22,1,1,0,0,0.17,0.05,0,255,22,0.09,0.06,0,0,1,1,0,0,1,17,4,1
0,219,14183,1,1,10,0,0,0,0,1,0,0.6,255,255,1,0,0.01,0,0,0,0,0,1,25,2,0
0,45,45,0,241,240,0,0,0,0,1,0.01,0,255,254,1,0.01,0,0,0,0,0,0,3,12,2,0
0,0,0,0,134,10,0,0,1,1,0.07,0.06,0,255,10,0.04,0.06,0,0,0,0,1,1,1,50,1,1
0,0,0,0,234,3,1,1,0,0,0.01,0.07,0,255,3,0.01,0.07,0,0,1,1,0,0,1,37,4,1
0,43,43,0,125,124,0,0,0,0,0.99,0.02,0,255,254,1,0.01,0,0,0,0,0,0,3,12,2,0
0,749,338,1,1,3,0,0,0,0,1,0,1,3,129,1,0,0.33,0.02,0,0,0,0,1,55,2,0
0,46,46,0,229,229,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,3,12,2,0
0,3468,0,1,23,23,0,0,0,0,1,0,0,255,29,0.11,0.02,0.11,0,0,0,0.76,0,1,20,2,0
0,45,75,0,285,285,0,0,0,0,1,0,0,255,209,0.82,0.01,0,0,0,0,0,0,3,12,2,0
0,520,0,0,178,178,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,2,16,2,1
0,1032,0,0,511,511,0,0,0,0,1,0,0,255,177,0.69,0.01,0.69,0,0,0,0,0,2,16,2,1
454,492,14334,1,1,1,0,0,1,1,1,0,0,37,12,0.32,0.11,0.03,0,0,0,0.03,0.08,1,61,5,0
0,4539,0,1,17,17,0,0,0,0,1,0,0,48,93,0.48,0.08,0.48,0.02,0,0,0.02,0,1,20,2,0
0,0,0,0,118,8,1,1,0,0,0.07,0.06,0,255,8,0.03,0.05,0,0,1,1,0,0,1,67,4,1
0,0,0,0,298,10,1,1,0,0,0.03,0.04,0,255,10,0.04,0.05,0,0,1,1,0,0,1,36,4,1
0,0,0,0,1,2,0,0,1,1,1,0,1,27,255,1,0,0.04,0.2,0,0,1,1,1,25,1,0
0,44,110,0,41,256,0,0,0,0,1,0,0.01,99,200,0.85,0.02,0.85,0.01,0,0,0.11,0,3,12,2,0
0,300,17287,1,2,2,0,0,0,0,1,0,0,72,255,1,0,0.01,0.05,0,0,0,0,1,25,2,0
0,240,881,1,26,26,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1,25,2,0
0,0,0,0,45,2,1,1,0,0,0.04,0.13,0,255,14,0.05,0.09,0,0,1,1,0,0,1,50,4,1
0,0,0,0,124,6,1,1,0,0,0.05,0.06,0,255,12,0.05,0.06,0,0,1,1,0,0,1,7,4,1
0,0,0,0,240,9,1,1,0,0,0.04,0.07,0,255,9,0.04,0.07,0,0,1,1,0,0,1,50,4,1
0,0,0,0,149,16,1,1,0,0,0.11,0.05,0,255,4,0.02,0.08,0,0,1,1,0,0,1,29,4,1
0,283,7313,1,2,32,0,0,0,0,1,0,0.12,121,255,1,0,0.01,0.04,0,0,0,0,1,25,2,0
914,765,25284,1,1,1,0,0,0,0,1,0,0,255,6,0.02,0.07,0,0,0.94,0,0,0,1,61,2,0
0,0,0,0,228,4,1,1,0,0,0.02,0.07,0,255,17,0.07,0.06,0,0,1,1,0,0,1,57,4,1
0,296,1920,1,4,20,0,0,0,0,1,0,0.1,24,228,1,0,0.04,0.03,0,0,0,0,1,25,2,0
0,0,0,0,228,14,1,1,0,0,0.06,0.07,0,255,14,0.05,0.08,0,0,1,1,0,0,1,38,4,1
0,0,0,0,192,14,0,0,1,1,0.07,0.06,0,255,14,0.05,0.07,0,0,0,0,1,1,1,6,1,1
0,45,77,0,257,262,0,0,0,0,1,0,0.01,255,254,1,0.01,0,0,0,0,0,0,3,12,2,0
0,1032,0,0,511,511,0,0,0,0,1,0,0,213,68,0.32,0.01,0.32,0,0,0,0,0,2,16,2,1
0,1032,0,0,511,511,0,0,0,0,1,0,0,158,64,0.41,0.04,0.41,0,0.01,0,0.4,0,2,16,2,1
0,1032,0,0,225,225,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,2,16,2,1
0,232,1197,1,7,9,0,0,0,0,1,0,0.22,55,87,1,0,0.02,0.03,0,0,0,0,1,25,2,0
0,28,0,0,41,41,0,0,0,0,1,0,0,255,8,0.03,0.01,0.03,0,0,0,0,0,3,50,2,1
0,284,8627,1,6,7,0,0,0,0,1,0,0.29,175,255,1,0,0.01,0.01,0.01,0.01,0,0,1,25,2,0
0,264,2077,1,4,14,0,0,0,0,1,0,0.14,62,255,1,0,0.02,0.02,0,0,0,0,1,25,2,0
0,0,0,0,118,9,1,1,0,0,0.08,0.06,0,255,10,0.04,0.07,0,0,1,1,0,0,1,18,4,1
0,0,0,0,237,20,1,1,0,0,0.08,0.06,0,255,20,0.08,0.07,0,0,1,1,0,0,1,34,4,1
0,1032,0,0,511,511,0,0,0,0,1,0,0,255,110,0.43,0.19,0.43,0,0,0,0,0,2,16,2,1
0,0,0,0,69,18,1,1,0,0,0.26,0.06,0,255,71,0.28,0.02,0.01,0,1,1,0,0,1,61,4,1
0,336,1911,1,5,8,0,0,0,0,1,0,0.25,85,255,1,0,0.01,0.02,0,0,0,0,1,25,2,0
0,337,255,1,29,29,0,0,0,0,1,0,0,141,255,1,0,0.01,0.03,0,0,0,0,1,25,2,0
310,145,105,0,4,2,0,0,0,0,0.5,0.5,0,255,2,0.01,0.44,0.82,0,0,0,0,0,3,45,2,0
0,0,0,0,91,18,1,1,0,0,0.2,0.07,0,255,3,0.01,0.07,0,0,1,1,0,0,1,56,4,1
0,2537,492,1,1,2,0,0,0,0,1,0,1,6,148,0.67,0.33,0.17,0.02,0.67,0.01,0,0,1,55,2,0
0,46,87,0,179,179,0,0,0,0,1,0,0,255,228,0.89,0.01,0,0,0,0,0,0,3,12,2,0
0,0,0,0,1,1,0,0,1,1,1,0,0,1,104,1,0,1,0.18,0,0,1,1,1,25,1,0
5,2004,403,1,1,1,0,0,0,0,1,0,0,137,95,0.69,0.03,0.01,0,0,0,0,0,1,55,2,0
0,0,0,0,147,9,1,1,0,0,0.06,0.05,0,255,5,0.02,0.07,0,0,1,1,0,0,1,10,4,1
0,0,0,0,114,3,1,1,0,0,0.03,0.08,0,255,4,0.02,0.07,0,0,1,1,0,0,1,50,4,1
0,0,0,0,282,25,1,1,0,0,0.09,0.05,0,255,25,0.1,0.05,0,0,1,1,0,0,1,43,4,1
0,0,0,0,283,17,1,1,0,0,0.06,0.06,0,255,5,0.02,0.07,0,0,1,1,0,0,1,43,4,1
0,242,3302,1,4,4,0,0,0,0,1,0,0,122,255,1,0,0.01,0.01,0,0,0,0,1,25,2,0
0,0,0,0,12,5,1,1,0,0,0.42,0.17,0,255,5,0.02,0.07,0,0,1,1,0,0,1,50,4,1
0,250,774,1,1,1,0,0,0,0,1,0,0,201,255,1,0,0,0.01,0,0,0,0,1,25,2,0
0,253,2174,1,2,2,0,0,0,0,1,0,0,255,240,0.94,0.02,0,0,0,0,0,0,1,25,2,0
0,210,1695,1,3,3,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1,25,2,0
0,44,69,0,174,174,0,0,0,0,1,0,0,255,255,1,0,0.01,0,0,0,0,0,3,12,2,0
0,216,891,1,2,13,0,0,0,0,1,0,0.15,24,255,1,0,0.04,0.03,0,0,0,0,1,25,2,0
0,0,0,0,1,1,0,0,1,1,1,0,0,5,255,1,0,0.2,0.11,0,0,1,0.98,1,25,1,0
0,293,1257,1,9,9,0,0,0,0,1,0,0,255,255,1,0,0.01,0,0,0,0,0,1,25,2,0
0,3909,0,0,11,11,0,0,0,0,1,0,0,193,68,0.35,0.03,0.35,0,0,0,0,0,1,20,2,0
0,192,0,1,1,1,0,0,0,0,1,0,0,255,144,0.56,0.03,0.57,0,0,0.01,0,0,1,20,2,0
0,0,0,0,229,7,0,0,1,1,0.03,0.07,0,255,7,0.03,0.07,0,0,0,0,1,1,1,70,1,1
0,232,391,1,1,1,0,0,0,0,1,0,0,6,255,1,0,0.17,0.02,0,0,0.17,0.03,1,25,2,0
0,209,9696,1,22,22,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1,25,2,0
0,0,0,0,123,2,1,1,0,0,0.02,0.06,0,255,2,0.01,0.06,0,0,1,1,0,0,1,50,4,1
0,59,0,1,13,13,0,0,0,0,1,0,0,34,87,0.56,0.09,0.56,0.03,0,0,0,0,1,20,2,0
0,0,0,0,220,10,1,1,0,0,0.05,0.06,0,255,11,0.04,0.06,0,0,1,1,0,0,1,50,4,1
0,298,4425,1,2,2,0,0,0,0,1,0,0,2,255,1,0,0.5,0.03,0,0,0,0,1,25,2,0
0,0,0,0,161,9,0,0,1,1,0.06,0.06,0,255,9,0.04,0.07,0,0,0,0,1,1,1,50,1,1
0,42,73,0,288,287,0,0,0,0,1,0.01,0,255,254,1,0.01,0,0,0,0,0,0,3,12,2,0
1,2850,329,1,1,3,0,0,0,0,1,0,1,23,22,0.96,0.09,0.04,0,0,0,0,0,1,55,2,0
0,262,310,1,14,20,0,0,0,0,1,0,0.15,255,255,1,0,0,0,0,0,0,0,1,25,2,0
0,0,0,0,143,17,0,0,1,1,0.12,0.06,0,255,5,0.02,0.07,0,0,0,0,1,1,1,50,1,1
1,1318,328,1,1,2,0,0,0,0,1,0,1,242,174,0.72,0.03,0,0,0.01,0.01,0,0,1,55,2,0
0,0,0,0,278,18,0,0,1,1,0.06,0.06,0,255,18,0.07,0.07,0,0,0,0,1,1,1,47,1,1
