@relation 'KDDTest21R2L-weka.filters.unsupervised.attribute.Remove-R5-6,10,12-18,22-26,37-38'
@attribute 'duration'  real
@attribute 'src_bytes'  real
@attribute 'dst_bytes'  real
@attribute 'land' {0,1}
@attribute 'hot' real
@attribute 'num_failed_logins'  real
@attribute 'logged_in' {0,1}
@attribute 'root_shell'  real
@attribute 'is_guest_login' {0,1}
@attribute 'count'  real
@attribute 'srv_count'  real
@attribute 'diff_srv_rate'  real
@attribute 'srv_diff_host_rate'  real
@attribute 'dst_host_count'  real
@attribute 'dst_host_srv_count'  real
@attribute 'dst_host_same_srv_rate'  real
@attribute 'dst_host_diff_srv_rate'  real
@attribute 'dst_host_same_src_port_rate'  real
@attribute 'dst_host_srv_diff_host_rate'  real
@attribute 'dst_host_serror_rate'  real
@attribute 'dst_host_srv_serror_rate'  real
@attribute 'protocol_type' {1,2,3}
@attribute 'service' {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70}
@attribute 'flag' {1,2,3,4,5,6,7,8,9,10,11}
@attribute 'xAttack' {0,1}
@data
282,161,597,0,2,0,1,0,1,1,1,0,0,52,29,0.56,0.06,0.02,0,0,0,1,20,2,1
0,42,0,0,0,0,0,0,0,3,3,0,0,255,255,1,0,0.98,0,0,0,3,50,2,1
0,42,0,0,0,0,0,0,0,3,3,0,0,255,255,1,0,0.01,0,0,0,3,50,2,1
0,126,174,0,0,1,0,0,0,1,1,0,0,255,87,0.34,0.02,0,0,0,0,1,61,2,1
0,44,44,0,0,0,0,0,0,139,139,0,0,255,254,1,0.01,0,0,0,0,3,12,2,0
0,12,0,0,0,0,0,0,0,1,1,0,0,6,21,0.83,0.33,0.83,0.14,0,0,1,20,2,1
0,45,44,0,0,0,0,0,0,511,511,0,0,255,255,1,0,0.85,0,0,0,3,50,2,0
0,45,126,0,0,0,0,0,0,107,185,0,0.01,201,129,0.64,0.01,0,0,0,0,3,12,2,0
284,162,601,0,2,0,1,0,1,1,1,0,0,255,17,0.07,0.94,0,0,0,0,1,20,2,1
4,32,93,0,0,0,1,0,0,1,1,0,0,99,84,0.84,0.03,0.01,0.02,0,0,1,48,2,1
0,12,0,0,0,0,0,0,0,1,1,0,0,255,72,0.28,0.02,0.28,0,0,0,1,20,2,1
0,300,1075,0,0,0,1,0,0,6,30,0,0.07,255,225,0.88,0.02,0,0,0,0,1,25,2,0
0,1,0,0,0,0,0,0,0,74,30,0.5,0,255,30,0.12,0.62,0.91,0,0,0,3,50,2,0
5,28,93,0,0,0,1,0,0,1,1,0,0,12,13,1,0,0.08,0.15,0,0,1,48,2,1
0,22,0,0,0,0,0,0,0,1,2,0,1,255,249,0.98,0.01,0,0,0,0,3,12,2,0
0,868,0,0,0,0,0,0,0,1,1,0,0,174,24,0.14,0.02,0.14,0,0,0,1,20,2,0
0,12,0,0,0,0,0,0,0,1,1,0,0,3,5,1,0,1,0.4,0,0,1,20,2,1
283,160,597,0,2,0,1,0,1,1,1,0,0,255,34,0.13,0.03,0,0,0.35,0,1,20,2,1
10499,27472,19512,0,0,0,0,0,0,1,1,0,0,23,13,0.57,0.13,0.04,0,0.48,0.85,1,2,7,0
281,160,597,0,2,0,1,0,1,1,1,0,0,255,52,0.2,0.02,0,0,0,0,1,20,2,1
0,44,128,0,0,0,0,0,0,151,231,0,0.01,255,255,1,0,0,0,0,0,3,12,2,0
0,501760,0,0,0,0,0,0,0,2,2,0,0,158,36,0.2,0.03,0.2,0.06,0,0,1,20,2,0
0,50,0,0,0,0,0,0,0,5,5,0,0,255,254,1,0.01,0.01,0,0,0,3,50,2,1
0,44,77,0,0,0,0,0,0,166,166,0,0,93,70,0.75,0.02,0.01,0,0,0,3,12,2,0
280,283618,0,0,0,0,0,0,0,1,1,0,0,3,9,1,0,1,0.22,0,0,1,20,2,1
4,32,93,0,0,0,1,0,0,1,1,0,0,255,196,0.77,0.02,0,0,0,0,1,48,2,1
0,44,128,0,0,0,0,0,0,76,147,0.03,0.01,255,254,1,0.01,0,0,0,0,3,12,2,0
0,45,134,0,0,0,0,0,0,105,184,0,0.01,255,255,1,0,0,0,0,0,3,12,2,0
0,26,157,0,0,1,0,0,1,1,1,0,0,222,110,0.5,0.03,0,0,0,0,1,20,2,1
2,4485,1124,0,0,0,1,0,0,1,1,0,0,255,9,0.04,0.01,0,0,0,0,1,55,2,1
0,0,83,0,0,0,1,0,0,1,1,0,0,162,196,0.77,0.03,0.01,0.01,0,0,1,55,2,0
0,44,131,0,0,0,0,0,0,157,237,0,0.01,255,255,1,0,0,0,0,0,3,12,2,0
21,237,763,0,4,0,1,0,1,2,1,1,0,255,68,0.27,0.03,0,0,0.01,0.03,1,20,2,0
280,283618,0,0,0,0,0,0,0,1,1,0,0,1,2,1,0,1,1,0,0,1,20,2,1
0,45,0,0,0,0,0,0,0,3,3,0,0,255,254,1,0.01,0.01,0,0,0,3,50,2,1
0,105,145,0,0,0,0,0,0,3,3,0,0,255,255,1,0,0.02,0,0,0,3,50,2,0
283,156,593,0,2,0,1,0,1,1,1,0,0,255,33,0.13,0.02,0,0,0,0,1,20,2,1
0,123,174,0,0,1,0,0,0,1,1,0,0,255,123,0.48,0.02,0,0,0,0,1,61,2,1
23,327,1054,0,6,0,1,0,1,2,1,1,0,230,62,0.27,0.03,0,0,0,0.02,1,20,2,0
0,12,0,0,0,0,0,0,0,1,1,0,0,1,9,1,0,1,0.33,0,0,1,20,2,1
4,28,93,0,0,0,1,0,0,1,1,0,0,255,215,0.84,0.02,0,0,0,0,1,48,2,1
0,1,1,0,0,0,0,0,0,14,4,0.29,0,255,4,0.02,0.16,1,0,0,0,3,50,2,0
0,12,0,0,0,0,0,0,0,1,1,0,0,3,11,1,0,1,0.18,0,0,1,20,2,1
280,283618,0,0,0,0,0,0,0,1,1,0,0,3,10,1,0,1,0.3,0,0,1,20,2,1
0,105,146,0,0,0,0,0,0,1,1,0,0,255,254,1,0.01,0.01,0,0,0,3,50,2,1
282,160,597,0,2,0,1,0,1,1,1,0,0,161,54,0.34,0.04,0.01,0,0,0,1,20,2,1
0,119,174,0,0,1,0,0,0,1,1,0,0,255,16,0.06,0.02,0.01,0,0,0,1,61,2,1
4,30,93,0,0,0,1,0,0,2,1,1,0,255,250,0.98,0.01,0,0,0,0,1,48,2,1
280,283618,0,0,0,0,0,0,0,2,2,0,0,8,30,1,0,1,0.13,0,0,1,20,2,1
4,28,93,0,0,0,1,0,0,1,1,0,0,255,243,0.95,0.02,0,0,0,0,1,48,2,1
0,12,0,0,0,0,0,0,0,1,1,0,0,30,7,0.23,0.07,0.23,0,0,0,1,20,2,1
5,26,93,0,0,0,1,0,0,1,1,0,0,39,39,0.97,0.05,0.03,0.05,0,0,1,48,2,1
0,43,0,0,0,0,0,0,0,3,3,0,0,255,254,1,0.01,0.01,0,0,0,3,50,2,1
5,30,93,0,0,0,1,0,0,1,1,0,0,255,248,0.97,0.01,0,0,0,0,1,48,2,1
4,32,93,0,0,0,1,0,0,1,1,0,0,255,251,0.98,0.01,0,0,0,0,1,48,2,1
0,45,0,0,0,0,0,0,0,4,4,0,0,255,255,1,0,0.02,0,0,0,3,50,2,1
0,45,76,0,0,0,0,0,0,202,202,0,0,255,255,1,0,0.01,0,0,0,3,12,2,0
0,28,0,0,0,0,0,0,0,37,37,0,0,62,37,0.6,0.06,0.6,0,0,0,3,50,2,0
0,53,53,0,0,0,0,0,0,511,511,0,0,255,255,1,0,0.78,0,0,0,3,50,2,0
282,160,595,0,2,0,1,0,1,1,1,0,0,239,82,0.34,0.03,0,0,0,0,1,20,2,1
280,283618,0,0,0,0,0,0,0,2,2,0,0,6,12,1,0,1,0.25,0,0,1,20,2,1
0,47,44,0,0,0,0,0,0,152,152,0,0,255,255,1,0,0.59,0,0,0,3,50,2,0
0,1,0,0,0,0,0,0,0,23,3,0.78,0,255,3,0.01,0.49,0.88,0,0,0,3,50,2,0
0,0,0,0,0,0,0,0,0,45,2,0.91,0,54,2,0.04,0.8,0.83,0,0,0,1,50,1,0
283,160,599,0,2,0,1,0,1,1,1,0,0,255,53,0.21,0.02,0,0,0,0,1,20,2,1
0,12,0,0,0,0,0,0,0,2,2,0,0,8,28,1,0,1,0.14,0,0,1,20,2,1
0,48,0,0,0,0,0,0,0,5,5,0,0,255,254,1,0.01,0,0,0,0,3,50,2,1
0,46,0,0,0,0,0,0,0,1,1,0,0,255,255,1,0,0.01,0,0,0,3,50,2,1
0,105,0,0,0,0,0,0,0,1,1,0,0,255,255,1,0,0,0,0,0,3,50,2,0
0,46,132,0,0,0,0,0,0,117,195,0,0.01,211,139,0.66,0.01,0,0,0,0,3,12,2,0
3,30,93,0,0,0,1,0,0,1,1,0,0,255,246,0.96,0.01,0,0,0,0,1,48,2,1
0,105,0,0,0,0,0,0,0,1,1,0,0,255,251,0.98,0.01,0.01,0,0,0,3,50,2,1
0,45,0,0,0,0,0,0,0,6,6,0,0,255,255,1,0,0,0,0,0,3,50,2,1
0,36,0,0,0,0,0,0,0,1,1,0,0,255,79,0.31,0.03,0.31,0,0,0,2,66,2,0
0,105,146,0,0,0,0,0,0,1,1,0,0,229,228,1,0.01,0,0,0,0,3,50,2,1
0,53,55,0,0,0,0,0,0,510,510,0,0,255,255,1,0,0.84,0,0,0,3,50,2,0
4,26,93,0,0,0,1,0,0,1,1,0,0,255,236,0.93,0.01,0,0,0,0,1,48,2,1
0,120,174,0,0,1,0,0,0,2,2,0,0,255,254,1,0.01,0,0,0.01,0.01,1,61,2,1
0,1366,337,0,0,0,1,0,0,1,3,0,1,255,30,0.12,0.02,0,0,0,0,1,55,2,0
0,45,138,0,0,0,0,0,0,132,212,0.02,0.01,255,254,1,0.01,0,0,0,0,3,12,2,0
280,283618,0,0,0,0,0,0,0,2,2,0,0,4,19,1,0,1,0.26,0,0,1,20,2,1
4,31,93,0,0,0,1,0,0,1,1,0,0,255,237,0.93,0.01,0,0,0,0,1,48,2,1
22,241,771,0,4,0,1,0,1,1,1,0,0,244,68,0.28,0.02,0,0,0,0,1,20,2,0
0,120,174,0,0,1,0,0,0,1,1,0,0,255,239,0.94,0.02,0,0,0,0,1,61,2,1
0,28,0,0,0,0,0,0,0,52,52,0,0,72,52,0.72,0.04,0.72,0,0,0,3,50,2,0
0,54,53,0,0,0,0,0,0,506,506,0,0,255,254,1,0.01,0.76,0,0,0,3,50,2,0
0,46,46,0,0,0,0,0,0,239,239,0,0,255,255,1,0,0,0,0,0,3,12,2,0
0,40,0,0,0,0,0,0,0,3,3,0,0,255,253,0.99,0.01,0,0,0,0,3,50,2,1
4,28,93,0,0,0,1,0,0,1,1,0,0,255,247,0.97,0.01,0,0,0,0,1,48,2,1
0,126,174,0,0,1,0,0,0,2,2,0,0,255,18,0.07,0.02,0,0,0,0,1,61,2,1
0,12,0,0,0,0,0,0,0,1,1,0,0,6,9,0.83,0.33,0.83,0.22,0,0,1,20,2,1
0,43,132,0,0,0,0,0,0,120,200,0.02,0.01,255,254,1,0.01,0,0,0,0,3,12,2,0
0,309,2698,0,0,0,1,0,0,4,18,0,0.11,255,227,0.89,0.04,0,0,0.01,0,1,25,2,0
0,30,217,0,0,0,1,0,0,1,1,0,0,34,5,0.15,0.15,0.03,0,0,0,1,48,2,1
23,227,766,0,4,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,1,20,2,0
4,27,93,0,0,0,1,0,0,1,1,0,0,255,210,0.82,0.02,0,0,0,0,1,48,2,1
287,160,597,0,2,0,1,0,1,1,1,0,0,18,7,0.39,0.17,0.06,0,0,0,1,20,2,1
282,156,593,0,2,0,1,0,1,1,1,0,0,6,6,1,0,0.17,0,0,0,1,20,2,1
0,55,54,0,0,0,0,0,0,511,511,0,0,255,255,1,0,0.96,0,0,0,3,50,2,0
4,28,93,0,0,0,1,0,0,1,1,0,0,255,229,0.9,0.02,0,0,0,0,1,48,2,1
0,105,105,0,0,0,0,0,0,2,2,0,0,255,255,1,0,0,0,0,0,3,50,2,0
0,44,44,0,0,0,0,0,0,230,230,0,0,255,255,1,0,0,0,0,0,3,12,2,0
0,123,174,0,0,1,0,0,0,1,1,0,0,255,194,0.76,0.02,0,0,0,0,1,61,2,1
4,32,93,0,0,0,1,0,0,1,1,0,0,204,185,0.91,0.01,0,0,0,0,1,48,2,1
4,31,93,0,0,0,1,0,0,1,1,0,0,255,210,0.82,0.02,0,0,0,0,1,48,2,1
22,218,757,0,4,0,1,0,1,1,1,0,0,31,4,0.13,0.16,0.03,0,0,0,1,20,2,0
281,158,593,0,2,0,1,0,1,1,1,0,0,255,104,0.41,0.03,0,0,0,0,1,20,2,1
4,32,93,0,0,0,1,0,0,1,1,0,0,255,240,0.94,0.02,0.01,0,0,0,1,48,2,1
0,125,174,0,0,1,0,0,0,1,1,0,0,255,94,0.37,0.02,0,0,0,0,1,61,2,1
0,336,278,0,0,0,1,0,0,6,6,0,0,255,210,0.82,0.02,0,0,0,0,1,25,2,0
0,12,0,0,0,0,0,0,0,1,1,0,0,11,27,1,0,1,0.07,0,0,1,20,2,1
0,46,45,0,0,0,0,0,0,70,70,0,0,255,254,1,0.01,0.27,0,0,0,3,50,2,0
0,39198,125747,0,0,0,1,0,0,18,18,0,0,255,255,1,0,0,0,0,0,1,25,2,0
0,0,83,0,0,0,1,0,0,1,1,0,0,255,187,0.73,0.02,0,0,0,0,1,55,2,0
0,44,44,0,0,0,0,0,0,92,150,0,0.01,255,204,0.8,0.01,0.01,0,0,0,3,12,2,0
0,44,128,0,0,0,0,0,0,135,215,0,0.01,255,255,1,0,0,0,0,0,3,12,2,0
0,105,147,0,0,0,0,0,0,1,1,0,0,255,249,0.98,0.01,0.01,0,0,0,3,50,2,1
0,0,0,0,0,0,0,0,0,1,1,0,0,255,25,0.1,0.9,0,0,0.13,0,1,25,1,0
0,41,0,0,0,0,0,0,0,4,4,0,0,255,253,0.99,0.01,0.01,0,0,0,3,50,2,1
3,27,93,0,0,0,1,0,0,1,1,0,0,187,168,0.9,0.02,0.01,0,0,0,1,48,2,1
0,28,0,0,0,0,0,0,0,30,30,0,0,255,30,0.12,0.02,0.12,0,0,0,3,50,2,0
0,46,43,0,0,0,0,0,0,37,37,0,0,255,255,1,0,0.33,0,0,0,3,50,2,0
0,43,0,0,0,0,0,0,0,3,3,0,0,255,255,1,0,0.01,0,0,0,3,50,2,1
0,52,55,0,0,0,0,0,0,511,511,0,0,255,255,1,0,0.87,0,0,0,3,50,2,0
0,932,387,0,0,0,1,0,0,1,3,0,1,255,18,0.07,0.02,0,0,0.79,0,1,55,2,0
0,43,0,0,0,0,0,0,0,2,2,0,0,255,254,1,0.01,0.02,0,0,0,3,50,2,1
41,168,596,0,3,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,20,2,1
0,1,0,0,0,0,0,0,0,71,4,0.68,0,255,4,0.02,0.89,0.35,0,0.09,0,3,12,2,0
281,156,595,0,2,0,1,0,1,1,1,0,0,255,57,0.22,0.02,0,0,0,0.02,1,20,2,1
8579,1434,6725,0,0,0,0,0,0,1,1,0,0,120,21,0.17,0.02,0.01,0,0,0,1,1,5,0
5,32,93,0,0,0,1,0,0,1,1,0,0,255,148,0.58,0.02,0,0,0,0,1,48,2,1
0,122,174,0,0,1,0,0,0,1,1,0,0,255,250,0.98,0.01,0,0,0,0,1,61,2,1
4,31,93,0,0,0,1,0,0,1,1,0,0,255,205,0.8,0.02,0,0,0,0,1,48,2,1
0,12,0,0,0,0,0,0,0,1,1,0,0,7,15,1,0,1,0.13,0,0,1,20,2,1
4,30,93,0,0,0,1,0,0,2,2,0,0,255,252,0.99,0.01,0,0,0,0,1,48,2,1
0,53,55,0,0,0,0,0,0,509,509,0,0,255,255,1,0,0.87,0,0,0,3,50,2,0
4,32,93,0,0,0,1,0,0,1,1,0,0,168,150,0.89,0.02,0.01,0.01,0,0,1,48,2,1
0,105,146,0,0,0,0,0,0,1,1,0,0,180,178,0.99,0.01,0.01,0,0,0,3,50,2,0
0,45,80,0,0,0,0,0,0,336,336,0,0,255,234,0.92,0.01,0,0,0,0,3,12,2,0
280,283618,0,0,0,0,0,0,0,2,2,0,0,7,4,0.57,0.29,0.57,0,0,0,1,20,2,1
47114,89,3178,0,0,0,1,0,0,1,1,0,0,80,22,0.26,0.05,0.01,0.09,0,0,1,61,2,0
0,48,0,0,0,0,0,0,0,4,4,0,0,255,253,0.99,0.01,0.01,0,0,0,3,50,2,1
0,44,129,0,0,0,0,0,0,147,227,0,0.01,255,255,1,0,0,0,0,0,3,12,2,0
0,105,146,0,0,0,0,0,0,1,1,0,0,111,110,0.99,0.02,0.01,0,0,0,3,50,2,1
5,27,93,0,0,0,1,0,0,1,1,0,0,255,232,0.91,0.02,0,0,0,0,1,48,2,1
4,28,93,0,0,0,1,0,0,1,1,0,0,151,133,0.87,0.02,0.01,0.02,0,0,1,48,2,1
0,12,0,0,0,0,0,0,0,1,1,0,0,5,6,1,0,1,0.33,0,0,1,20,2,1
4,32,93,0,0,0,1,0,0,1,1,0,0,255,181,0.71,0.02,0,0,0,0,1,48,2,1
0,687,0,0,0,0,0,0,0,1,1,0,0,198,39,0.15,0.03,0.15,0.05,0,0,1,20,2,0
280,283618,0,0,0,0,0,0,0,1,1,0,0,3,13,1,0,1,0.31,0,0,1,20,2,1
0,44,0,0,0,0,0,0,0,2,2,0,0,255,255,1,0,0,0,0,0,3,50,2,1
0,0,0,0,0,0,0,0,0,1,1,0,0,6,2,0.33,0.5,0.17,0,0,0,1,45,2,1
0,45,76,0,0,0,0,0,0,131,131,0,0,255,255,1,0,0.01,0,0,0,3,12,2,0
0,122,174,0,0,1,0,0,0,1,1,0,0,255,255,1,0,0,0,0.01,0.01,1,61,2,1
281,156,591,0,2,0,1,0,1,1,1,0,0,4,3,0.75,0.5,0.25,0,0,0,1,20,2,1
0,7162,0,0,0,0,0,0,0,7,1,0.71,0,28,1,0.04,0.21,0.43,0,0.04,0,1,45,2,0
281,162,599,0,2,0,1,0,1,1,1,0,0,255,1,0,0.08,0,0,0,0,1,20,2,1
0,305,2698,0,0,0,1,0,0,6,6,0,0,255,234,0.92,0.02,0,0,0,0,1,25,2,0
4,32,93,0,0,0,1,0,0,1,1,0,0,252,233,0.92,0.01,0,0,0,0,1,48,2,1
0,46,46,0,0,0,0,0,0,67,67,0,0,255,255,1,0,0.45,0,0,0,3,50,2,0
0,616,330,0,0,0,1,0,0,1,2,0,1,255,129,0.51,0.03,0,0,0,0,1,55,2,0
0,124,174,0,0,1,0,0,0,1,1,0,0,255,192,0.75,0.02,0,0,0,0,1,61,2,1
0,12,0,0,0,0,0,0,0,1,1,0,0,10,9,0.9,0.2,0.9,0,0,0,1,20,2,1
0,129,174,0,0,1,0,0,0,1,1,0,0,255,255,1,0,0,0,0.01,0.01,1,61,2,1
4,28,93,0,0,0,1,0,0,1,1,0,0,255,211,0.83,0.02,0,0,0,0,1,48,2,1
0,44,44,0,0,0,0,0,0,104,184,0,0.01,255,255,1,0,0.01,0,0,0,3,12,2,0
4,32,93,0,0,0,1,0,0,1,1,0,0,147,130,0.88,0.02,0.01,0.02,0,0,1,48,2,1
280,283618,0,0,2,0,0,0,0,1,1,0,0,4,1,0.25,0.5,0.25,0,0,0,1,20,2,1
280,283618,0,0,0,0,0,0,0,1,1,0,0,1,5,1,0,1,0.4,0,0,1,20,2,1
6,30,93,0,0,0,1,0,0,1,1,0,0,255,222,0.87,0.04,0,0,0,0,1,48,2,1
4,28,93,0,0,0,1,0,0,1,1,0,0,255,237,0.93,0.04,0,0,0,0,1,48,2,1
4,32,93,0,0,0,1,0,0,1,1,0,0,19,20,1,0,0.05,0.1,0,0,1,48,2,1
4,25,93,0,0,0,1,0,0,1,1,0,0,74,71,0.95,0.03,0.01,0.03,0,0,1,48,2,1
281,161,599,0,2,0,1,0,1,1,1,0,0,45,20,0.44,0.09,0.02,0,0,0,1,20,2,1
0,44,0,0,0,0,0,0,0,2,2,0,0,255,253,0.99,0.01,0.01,0,0,0,3,50,2,1
0,54,52,0,0,0,0,0,0,249,249,0,0,255,255,1,0,0.93,0,0,0,3,50,2,0
0,0,83,0,0,0,1,0,0,1,1,0,0,114,195,0.77,0.04,0.01,0.01,0,0,1,55,2,0
0,74,43,0,0,0,0,0,0,155,155,0,0,255,239,0.94,0.01,0.2,0,0,0,3,12,2,0
0,54,55,0,0,0,0,0,0,511,511,0,0,255,255,1,0,0.85,0,0,0,3,50,2,0
4,30,93,0,0,0,1,0,0,1,1,0,0,255,225,0.88,0.04,0,0,0,0,1,48,2,1
5,32,93,0,0,0,1,0,0,1,1,0,0,137,120,0.87,0.02,0.01,0.02,0,0,1,48,2,1
0,1227,390,0,0,0,1,0,0,1,3,0,1,255,9,0.04,0.02,0,0,0,0,1,55,2,0
0,25,157,0,0,1,0,0,1,1,1,0,0,29,9,0.31,0.14,0.03,0,0,0,1,20,2,1
707,1562,0,0,0,0,0,0,0,1,1,0,0,255,1,0,0.02,0,0,0,0,1,12,2,1
6,28,93,0,0,0,1,0,0,1,1,0,0,255,158,0.62,0.02,0,0,0,0,1,48,2,1
4,28,93,0,0,0,1,0,0,1,1,0,0,255,249,0.98,0.01,0,0,0,0,1,48,2,1
0,124,176,0,0,1,0,0,0,1,1,0,0,255,254,1,0.01,0,0,0.02,0.02,1,61,3,1
0,42,0,0,0,0,0,0,0,3,3,0,0,255,254,1,0.01,0.02,0,0,0,3,50,2,1
0,1,0,0,0,0,0,0,0,65,10,0.86,0,255,10,0.04,0.73,1,0,0,0,3,45,2,0
0,105,146,0,0,0,0,0,0,1,1,0,0,90,90,1,0,0.01,0,0,0,3,50,2,1
4,30,93,0,0,0,1,0,0,1,1,0,0,255,243,0.95,0.04,0,0,0,0,1,48,2,1
0,307,2698,0,0,0,1,0,0,4,5,0,0.4,255,253,0.99,0.01,0,0,0.21,0.21,1,25,2,0
0,33,0,0,0,0,0,0,0,1,2,0,1,255,11,0.04,0.03,0.04,0,0,0,3,12,2,0
282,154,591,0,2,0,1,0,1,1,1,0,0,19,16,0.84,0.11,0.05,0,0,0,1,20,2,1
3,32,93,0,0,0,1,0,0,1,1,0,0,255,244,0.96,0.02,0,0,0,0,1,48,2,1
0,46,46,0,0,0,0,0,0,159,159,0,0,255,254,1,0.01,0,0,0,0,3,12,2,0
281,160,599,0,2,0,1,0,1,1,1,0,0,255,14,0.05,0.85,0,0,0,0,1,20,2,1
0,0,0,0,0,0,0,0,0,1,1,0,0,255,26,0.1,0.9,0,0,0.14,0,1,25,1,0
0,1,1,0,0,0,0,0,0,19,4,0.21,0,255,4,0.02,0.41,0.65,0,0,0,3,50,2,0
4,28,93,0,0,0,1,0,0,1,1,0,0,255,245,0.96,0.02,0,0,0,0,1,48,2,1
50,226,2615,0,1,0,1,1,0,1,1,0,0,255,2,0.01,0.02,0,0,0,0,1,61,2,1
281,160,597,0,2,0,1,0,1,1,1,0,0,255,17,0.07,0.02,0,0,0.6,0,1,20,2,1
0,0,0,0,0,0,0,0,0,1,1,0,0,255,90,0.35,0.6,0,0,0.18,0.09,1,25,1,0
4,28,93,0,0,0,1,0,0,1,1,0,0,255,154,0.6,0.02,0,0,0,0,1,48,2,1
1578,146,105,0,0,0,0,0,0,1,1,0,0,255,2,0.01,0.06,0.18,0,0,0,3,45,2,0
0,44,110,0,0,0,0,0,0,111,190,0,0.01,255,255,1,0,0,0,0,0,3,12,2,0
0,12,0,0,0,0,0,0,0,1,1,0,0,4,19,0.75,0.5,0.75,0.16,0,0,1,20,2,1
0,44,69,0,0,0,0,0,0,228,227,0.01,0,255,254,1,0.01,0.01,0,0,0,3,12,2,0
3,32,93,0,0,0,1,0,0,1,1,0,0,255,177,0.69,0.02,0,0,0,0,1,48,2,1
0,245,0,0,0,0,0,0,0,2,2,0,0,14,6,0.43,0.14,0.43,0,0,0,1,20,2,0
4,30,93,0,0,0,1,0,0,1,1,0,0,255,248,0.97,0.01,0,0,0,0,1,48,2,1
0,1,0,0,0,0,0,0,0,18,16,0.11,0,255,22,0.09,0.73,0.28,0,0.03,0,3,50,2,0
0,44,139,0,0,0,0,0,0,142,222,0.01,0.01,255,254,1,0.01,0,0,0,0,3,12,2,0
0,53,52,0,0,0,0,0,0,511,511,0,0,255,255,1,0,0.89,0,0,0,3,50,2,0
0,52,54,0,0,0,0,0,0,511,511,0,0,255,255,1,0,0.87,0,0,0,3,50,2,0
282,162,599,0,2,0,1,0,1,1,1,0,0,255,33,0.13,0.03,0,0,0.38,0,1,20,2,1
0,190,0,0,0,0,0,0,0,2,2,0,0,43,13,0.3,0.09,0.3,0,0,0,1,20,2,0
0,46,0,0,0,0,0,0,0,3,3,0,0,255,255,1,0,0,0,0,0,3,50,2,1
0,46,134,0,0,0,0,0,0,151,230,0,0.01,255,255,1,0,0,0,0,0,3,12,2,0
0,56,57,0,0,0,0,0,0,511,511,0,0,255,255,1,0,0.94,0,0,0,3,50,2,0
0,47,0,0,0,0,0,0,0,1,1,0,0,255,255,1,0,0.01,0,0,0,3,50,2,1
282,158,595,0,2,0,1,0,1,1,1,0,0,224,73,0.33,0.03,0,0,0,0,1,20,2,1
0,53,54,0,0,0,0,0,0,509,509,0,0,255,255,1,0,0.96,0,0,0,3,50,2,0
0,105,147,0,0,0,0,0,0,1,1,0,0,70,69,0.99,0.03,0.03,0,0,0,3,50,2,1
0,52,57,0,0,0,0,0,0,511,511,0,0,255,255,1,0,0.94,0,0,0,3,50,2,0
280,283618,0,0,0,0,0,0,0,2,2,0,0,11,12,0.91,0.18,0.91,0.17,0,0,1,20,2,1
0,44,44,0,0,0,0,0,0,146,226,0,0.01,255,255,1,0,0.01,0,0,0,3,12,2,0
0,721,481,0,0,0,1,0,0,30,1,0.13,0,255,1,0,0.54,0,0,0,0,1,55,2,0
282,162,599,0,2,0,1,0,1,1,1,0,0,20,17,0.85,0.1,0.05,0,0,0,1,20,2,1
0,42,73,0,0,0,0,0,0,218,216,0.01,0,255,254,1,0.01,0,0,0,0,3,12,2,0
0,121,174,0,0,1,0,0,0,1,1,0,0,255,90,0.35,0.02,0,0,0,0,1,61,2,1
0,260,13140,0,0,0,1,0,0,1,5,0,0.4,17,255,1,0,0.06,0.01,0.06,0,1,25,9,0
0,44,43,0,0,0,0,0,0,11,11,0,0,255,255,1,0,0.04,0,0,0,3,50,2,0
0,1,1,0,0,0,0,0,0,13,3,0.46,0,255,3,0.01,0.25,1,0,0,0,3,50,2,0
0,1,4,0,0,0,0,0,0,9,7,0.22,0,255,7,0.03,0.29,0.84,0,0,0,3,50,2,0
280,283618,0,0,0,0,0,0,0,1,1,0,0,1,29,1,0,1,0.17,0,0,1,20,2,1
0,105,105,0,0,0,0,0,0,1,1,0,0,255,255,1,0,0,0,0,0,3,50,2,1
0,105,147,0,0,0,0,0,0,1,1,0,0,151,150,0.99,0.01,0.01,0,0,0,3,50,2,1
0,26,157,0,0,1,0,0,1,1,1,0,0,255,128,0.5,0.03,0,0,0,0,1,20,2,1
281,160,599,0,2,0,1,0,1,1,1,0,0,28,23,0.82,0.11,0.04,0,0,0,1,20,2,1
5,30,93,0,0,0,1,0,0,1,1,0,0,255,247,0.97,0.01,0,0,0,0,1,48,2,1
0,44,44,0,0,0,0,0,0,211,211,0,0,255,254,1,0.01,0,0,0,0,3,12,2,0
0,124,174,0,0,1,0,0,0,1,1,0,0,255,167,0.65,0.02,0,0,0,0,1,61,2,1
4,28,93,0,0,0,1,0,0,1,1,0,0,255,219,0.86,0.02,0,0,0,0,1,48,2,1
